Sentence,Sentiment
company target sale Ls 271 mn Ls 23498 mn profit Ls 300000 Ls 371500 2007,neutral
takeover Cramo become second largest rental service provider Latvian market,positive
Ruukki restructuring commercial industrial construction operation pursuit permanent improvement whilst adjusting operation market condition,neutral
projected revenue 22 billion 23 billion slightly higher analyst estimate 219 billion,positive
brokerage said 2006 seen true turning point European steel base price better pricing seen carrying second quarter 2006,positive
Operating profit fourth quarter fell EUR33m EUR39m year earlier,negative
JD 20 afterhour market anyone care explain,negative
Operating profit totalled EUR 830 mn EUR 235 mn yearonyear,positive
BRIEFAviva aim increase dividend payout ratio 50 pct 2017,positive
EXPE working second leg reversal run break another trend continues higher httpstco76DSJysyR0,positive
GeoSentric acquiring extra financing issuing maximum 220000 new share convertible bond subscription right 880000 share fully subscribed,neutral
ADBE technical alert Expansion Breakout Gilligans Island Sell Setup Volume Surge New 52 httpstcoLxX66tknFH,positive
IWM condition sent market tumble hitting week,negative
AAPL near 3 drop thats lot best HOLD ER lol,negative
Operating profit improved 27 EUR 5798 mn EUR 4572 mn 2006,positive
Dec 1 Grimaldi acquired 15 million share 501percent stake Finnlines,neutral
Shire proposes 30 bln allshare tieup Baxalta,positive
Last July group said intended relocate warehouse office space Loudeac Saint Marcel Morvillars east France already operates hook manufacturing distribution unit,neutral
Pohjola cooperative bank continued combine branch office network,neutral
Prothious Engineering wwwprothiouscom employ 1000 large portfolio project annual detailing capacity 100000 tonne,neutral
Qualcomm estimated firstquarter profit 46 50 cent share excluding certain item analyst estimate 61 cent share,neutral
liquidity providing interrupted May 11 2007 Aspocomp Group Oyj share traded 050 cent Aspocomp stock exchange release 1152007,negative
subscription period Amer Sports 2002 warrant scheme end 31 December 2007,neutral
transaction also rationalize pulp paper industry related solution,positive
schwalm outoteccom Eila Paatela Vice President Corporate Communications tel 358 20 529 2004 mobile 358 400 817198 email eila,neutral
looking forward contribute SRV success competence say Taneli Hassinen,positive
fourth quarter 2008 net sale decreased EUR 1214 mn EUR 1655 mn fourth quarter 2007,neutral
AstraZenecas MedImmune Inks Licensing Deal Omnis Pharmaceuticals,positive
Order intake grew 40 yearonyear 30 yearonyear respectively EUR 576 million EUR 17 billion respective JanuarySeptember JulySeptember 2010 period,positive
strike Finnair estimate incur net loss EUR2m EUR2 5 per day,negative
Currently 95 Trainers House revenue attributed Finnish market,neutral
Oxyview Pulse Oximeter common device check patient bloodoxygen saturation level pulse rate,neutral
Russian gas giant invested another 46 million litas company late 2004 owns 995 percent stock capital amount 86936 million litas,neutral
company use money product development research activity 2013 key market Finland Germany Italy France,neutral
partnership Finnish Paulig Danish subsidiary Oscar Puljonki acquired sale organization European market,neutral
Finnish OKO bank signed cooperation agreement Raiffeisen concerning Finnish company investment Russia,positive
Finnish bank Alandsbanken said Monday buy Swedish operation Iceland troubled Kaupthing Bank 414 million kronor 495 million cash,neutral
Exports grew 165 percent 191 million liter,positive
Digia said consolidated net sale JanuaryJune 2010 EUR67 8 97 period 2009 EUR61 9,positive
company employing 6400 reported net sale 620 mln euro 8232 mln 2006,neutral
TRLPC CRH back Lafarge Holcim asset buy 65 bln euro bridge loan,positive
G4S see profit rise UK contract problem remain,positive
office space rise remodeled Cannon Street underground station,neutral
According original merger plan Scanfil would get 79 stake combined business,neutral
result company temporarily layoff 25 whole personnel approximately 270 person Kirkkonummi Nivala factory,negative
2006 Kone received order Aker Yards supply 43 customised elevator first Genesis cruise ship scheduled completed 2009,positive
service also enables user watch email HTML format en enhanced 23 addition language choose,neutral
Previously Grimaldi held 4643 pct stake Finnish company following takeover bid launched November 2006,neutral
UPDATE 3Auto Trader share leap UKs biggest private equitybacked listing,positive
far known sell share owns personally,neutral
ADPnews Oct 21 2009 Finlandbased consultancy Tieto Oyj HEL TIE1V said today net profit plunged EUR 294 million USD 439 first nine month 2009 EUR 587 million period,neutral
corresponding increase 8543250 euro Ahlstrom share capital entered Trade Register today,neutral
Following strategy Tikkurila established fullyowned sale company Tikkurila Almaty Kazakhstan marketing decorative paint Finnish Tikkurila brand Russian Teks brand,neutral
Related link Flexiblebaseloadoperation TheWartsila32generating set Gasconversions shorter two version press release,neutral
inventor Bylander Johan Ponten Fredrik Lundberg Jorgen,neutral
inventor Mukkavilli Krishna Kiran Sabharwal Ashutosh Aazhang Behnaam,neutral
third quarter net sale increased 12 yearonyear EUR159 5 6 comparable currency rate growth,positive
Network Test Business part Elektrobit Test Automation Business Segment employ 39 people Finland 22 people abroad mainly US Asia,neutral
fair value investment property totaled EUR 25349 mn EUR 24551 mn 2006,positive
Diluted EPS rose EUR3 68 EUR0 50,positive
Long VVUS share call option w expiration umm TODAY Hitting HOD,positive
return flight Stuttgart every morning well evening departure Thursdays Fridays Sundays,neutral
Raute Corporation received order worth EUR 12 million OOO Ilim Bratsk DOK Russia,positive
feeling quite positive region whole,positive
term agreement Bunge acquire Raisio Keiju Makuisa Pyszny Duet brand manufacturing plant Finland Poland,neutral
CompaniesAB InBev signal wont go hostile SABMiller,positive
ISO certification demonstrates moving forward quality commitment customer,positive
decision made whether group agrees import Estonian meat meat product Finland paper added,neutral
Salcomp Manufacturing Oy pay EUR 35 million cash Salcomp connection implementation sale transfer Business,neutral
ALEXANDRIA Va Dec 22 United States Patent 7854608 issued Dec 21 assigned Outotec Oyj Espoo Finland,neutral
Finnish solution provider Affecto Oyj HEL AFE1V said today slipped net loss EUR 115000 USD 152000 second quarter 2010 profit EUR 845000 corresponding period year earlier,negative
newlycompleted Allure Seas identical sister ship Oasis Seas completed last year world largest cruise ship,neutral
1 April 2007 Cencorp employee territory,neutral
Based Helsinki Finland Ramirent branch 13 Nordic central Eastern European country,neutral
business sector building construction infrastructure construction technical building service,neutral
wwwcountryelementscouk Designed Patricia Burt one selection distinctive hooked rug created recycled material dyed natural dye,neutral
Infection worry prompt regulatory review Gilead leukaemia drug GILD httpstcoH9vqXpZ15G via YahooFinance,negative
Department Store Division sale fell 86 EUR 1402 mn,negative
Significance Teleste emphasised large size growing economy well rapid development TV service distribution industry Poland viewed attractive market,positive
Technopolis plan develop stage area less 100000 square meter order host company working computer technology telecommunication statement said,neutral
Finland export industry form large clientele packaging industry,neutral
ADP News Oct 31 2008 Finnish food company Raisio Oyj OMX RAIVV said today net profit jumped EUR 164 million USD 209 first nine month 2008 EUR 11 million period 2,positive
hear latest insight update Citycon strategy well latest news business unit,neutral
XLF httpstksco1KJ9 Bounced target buy area bought skf hedge watch 50mas slope,negative
BHP Billiton post big loss slash dividend,negative
sunk depth 360380 metre fixed bottom mud vacuum,neutral
Device volume area decreased 21 27 mn unit,neutral
Sponda record profit sale 85 mln euro 124 mln,positive
Berling Capital Umo Capital Veikko Laine biggest shareholder Amanda Capital,neutral
TRX httpstksco1KkK Long setup MACD cross,positive
According Ultrascan software acquired cracker managed change mobile phone way phone able get hold onetime password sent bank via text message,neutral
beginning negotiation estimated number reduction 50 maximum,neutral
Group business balanced broad portfolio sport presence major market,positive
Elcoteq global service offering cover entire lifecycle product product development aftermarket service,neutral
PCLN Back Back intraday reversal look Shorts moving,negative
Outotec scope delivery cover engineering supply special equipment service calcination plant two circulating fluid bed calciners,neutral
Solidium hold 50 per cent share Solidium Oy acquired 50 per cent share Tieto Corporation approximately EUR 58 million,neutral
Raute listed Nordic exchange Helsinki,neutral
SPY still want higher think,positive
Finnish forest industry group Stora Enso Oyj issued Thursday 20 March profit warning first quarter 2008,neutral
Poyry good track record major transportation project Latin America,positive
announcement pushed Freenet share 63 EUR0 71 Frankfurt trade EUR10 65 investor gave hope United Internet AG Drillisch would pursue takeover breakup Freenet,neutral
1033 Huhtamaki market biggest faller 869 pct lower 1135 eur OMX Helsinki 25 032 pct higher 333241 OMX Helsinki 047 pct 1168732,negative
measure expected produce annual cost saving EUR 15 million starting 2007,positive
Annual General Meeting approved yearly remuneration member Board Directors shall remain EUR 40000 Chairman Board EUR 30000 Deputy Chairman Board EUR 20000 member Board,neutral
Sanoma Magazines Finland net sale grew EUR 1401 mn EUR 1318 mn,positive
Ruukki order book end 2010 30 yearonyear 10 quarteronquarter,positive
repurchase shall decrease distributable capital reserve,negative
Pretax loss totalled EUR 1623 mn compared profit EUR 2535 mn 2007,neutral
KIOR god Market getting crushed today Got ta hold anything g recover tomorrow imagine,negative
end March 2007 group order book EUR 396 mn 42 corresponding period 2006,positive
National Conciliator Juhani Salonius met party Wednesday said far apart view propose mediation,negative
Metsaliitto said book minor gain less EUR1 0 transaction,positive
Known Post Bank concept would see Fidelity Bank rolling 75 office Ghana Post premise provide financial service people,positive
UKs FTSE worst day far 2015 BG Prudential fall,negative
Finnish retail software developer Aldata Solution Oyj reported net loss 117 mln euro 172 mln 2007 versus net profit 25 mln euro 37 mln 2006,negative
LSEDeutsche Brse dealmakers wrong ignore Brexit risk,negative
Aker Yards Finland begin using Chinese subcontractor Finnish shipyard,neutral
part development worldclass magnetite deposit Karara known potential 30 million metric ton annual processing magnetite estimated 30year life,neutral
Glencore slump 25 pct debt fear grow,negative
Standard Chartered Raising Capital Yet Dividend Cut,negative
SONC Amazing run since middle March obvious qualitytastiness burger factored price advance,positive
air traffic Finland stoppage since,negative
UPDATE 1Engineering firm Smiths Group confirms CEO appointment,neutral
55 worker ml affected closedown,negative
Karppinen expects consolidation trend continue Finnish market,neutral
Metso estimate need personnel reduction amount 25 people,neutral
AAPL AAPL Gundlach Slams iPad mini Sees Downside 425 httpstkscobDqV,negative
AstraZeneca share climb 3 drug maker ups profit forecast,positive
Operating profit rose 269 EUR 1058 834 million,positive
EPS improved EUR0 38 EUR0 27,positive
Insight hire Avivas David Hillier multiasset team,positive
center built Kapuli district Mantsala beside HankoMantsalaPorvoo road near new direct rail link Lahti Jarvenpaa,neutral
grew Finland Norway Denmark Baltic country,neutral
Today bought MU YHOO VALE NBL TWTR AXP ZNGA httpstcoVt6T5Zp2is,positive
Proline Plus available adjustable single multichannel model fixed volume singlechannel model volume range 01 micro litre 10 ml,neutral
final outcome right offering reported around 23 October 2009,neutral
Vaisala board director propose dividend 085 euro 124 per share company annual general meeting,neutral
Body credit fall due February 24 2014,neutral
Im liking price action SWKS currently 2180 target 2400 year end,positive
report also said Nokia operation comprising site Bochum Ulm Dusseldorf Munich Frankfurt posted operating profit interest 246 mln eur,neutral
result company decided implement fixedterm temporary layoff,neutral
Copper market may get 2003style supply shock Glencore closure,negative
According company updated strategy year 20092012 Basware target longterm net sale growth range 20 40 operating profit margin 10 20 net sale,positive
Scanfil holding include 100 contract electronics manufacturer Scanfil EMS Group,neutral
Dubai Nokia announced launch Comes Music groundbreaking service introduces new way people enjoy music,positive
Finnish metal component supplier Componenta December 26 2006 applied approval Turkish Capital Markets Board launch mandatory offer remaining share iron aluminium casting producer Doktas Dokumculuk,neutral
Cost saving rise 20 mln eur year 2007 OKO said,positive
Biohit VWR close cooperation number year US Biohit one VWR focus supplier,positive
Finnlines said deal part strategy focus core business,neutral
order comprises production line plywood mill company said statement received Lesprom Network,neutral
SPY Long 12 position 13789,positive
total value two contract EUR 21 million,neutral
ADP News Oct 1 2008 Finnish consulting engineering company Poyry Oyj OMX POY1V said today awarded EUR 52 million USD 74 extension existing consultancy engineering contract Venezuel,positive
service pricing detail disclosed,neutral
TSLA Recalls 2700 Model X Vehicles Shares Volatile httpstcotcKqZnMIqX TSLA tech stockmarket httpstcoFeMhJtAmQj,negative
Equipment manufactured Vaahto workshop Hollola Finland scheduled shipment first quarter 2009,neutral
FB still dog going much lower week,negative
expanded plant scheduled operational middle October 2009,neutral
JulySeptember 2008 YIT net sale increased EUR 9708 mn compared EUR 9068 mn corresponding period 2007,positive
Finland OPPohjola staff union boycotting group insurance sale task company refused take sale insurance account determining wage,negative
aforementioned shareholder informed propose Annual General Meeting number member Board Directors shall five besides present member Board Directors also Mr Lassi Noponen shall elected Board Directors,neutral
TSLA recall 2700 Model X car Stock dropping hard,negative
Finland insurance company Pohjola Finnish motorcyclist association signed agreement aim improving motorcyclist traffic safety,positive
Tikkurila division Kemira group control 23 Russian market field owns St Petersburg paint producer TEX,neutral
Department Store Division reported increase sale 4 per cent,positive
Baltic country Atria target organic growth,neutral
Operating profit rose EUR 1034 mn EUR 232 corresponding period 2006,positive
Group revenue 2008 amounted EUR 94 million company currently employ approximately 730 people,neutral
board director also proposed dividend EUR0 20 per outstanding share paid,neutral
EA point two Facebook game accuses ZNGA copyright infringement httpstkscog3A1,negative
second quarter 2010 group net profit rose EUR3 1 EUR2 5 AprilJune 2009,positive
Otherwise situation control,neutral
Juniper tumble Q1 warning Cisco also lower JNPR CSCO httpstcobGvIntk43h,negative
beer Olvi retained market position,neutral
Finland city Forssa said pay compensation food industry company HK Ruokatalo Atria lye leak tap water occurred March 2008,negative
According latest information Benefon launch Twig device 20 September 2006,neutral
Exports accounted 654 net sale representing time record company,positive
According Nordic financial group Nordea analyst Sami Sarkamies make Nokia portfolio competitive,positive
payment 2779 million litas interest longterm loan provided Ragutis majority shareholder Estonia Le Coq also added loss,neutral
Aspocomp large factory China factory building project India halted due financing problem,neutral
Finnish steel maker Rautaruukki Oyj Ruukki said July 7 2008 90 mln euro 141 mln contract supply install steel superstructure Partihallsforbindelsen bridge project Gothenburg western Sweden,positive
Profit period totalled EUR 08 mn EUR 11 mn corresponding period 2008,neutral
operating profit turnover sixmonth period increased respectively EUR17 6 EUR1149 9 compared corresponding period 2007,positive
HELSINKI Thomson Financial Shares Cargotec fell sharply early afternoon trade cargo handling group posted surprise drop AprilJune profit overshadowed large number new order received three month,neutral
Doubts grow GlaxoSmithKlines 6 bln capital return plan,negative
Altogether 150 subject mildly elevated cholesterol level participated fourmonth long intervention,neutral
128538 share still subscribed Series E share option max,neutral
Comptel Corporation Sami Ervio President CEO Distribution NASDAQ OMX Helsinki Major medium Comptel Dynamic OSS solution enable telecom service provider deliver service flexibly charge effectively,neutral
Operating profit ninemonth period increased EUR3 1 net sale increased EUR61 5 compared corresponding period 2007,positive
Absolut Bank exploring possibility borrowing,neutral
NKE gapping time high httpstkscoq1jAu tradeideas httpstkscor1j6c,positive
value order around EUR 100 million,neutral
Elisa said mobile subscription grew 7 percent 2007 mainly customer adopting socalled third generation mobile technology,positive
Q2 2009 profit tax amounted EUR 136 mn EUR 268 mn Q2 2008,negative
Berkshire Hathaway name Kara Raiguel lead General unit,neutral
SRV raise holding company summer 2008 majority,positive
Olvi control 94 percent stake Ragutis Le Coq said annual report published earlier year Lithuanian brewery sale reached 1504 million euro last year rise 204 percent 1249 million euro 2004,positive
Kesko offer Hilton open hotel Kalinisky prospect 18000square metre building difficulty,neutral
result negotiation company decided make 45 people redundant financial production ground,neutral
air traffic Finland stoppage since,neutral
new B share carry right dividend shareholder right effect today,neutral
Also traditional grapevine carry lot weight,neutral
company continuous need alloy nickel ferrochrome molybdenum manganese production said Talvivaara,neutral
Rautakesko business operation Norway Russia acquired July 2005 included figure comparable period impacting sale growth starting August,neutral
fair value property portfolio doubled result Kapiteeli acquisition totalled EUR 26862 12597 million,positive
company say measure longer needed,neutral
reduction notice applied 17 people,neutral
OMX Helsinki index 033 pct lower 936480 OMX Helsinki CAP portfolio index 034 pct 502925,negative
BM4 middle layer headbox equipped dilution control system,neutral
Cencorp estimate net sale last quarter earlier stated EUR4 3 EUR5 0 operating profit EBITis estimated positive,positive
FTI Breakout today reporting earnings last night,positive
fourth quarter 2009 Atria net loss shrank EUR 12 million EUR 59 million net sale contracted EUR 3404 million EUR 3611 million,positive
Therefore company 2005 result remain weaker 2004,negative
However Simdax remain available market already approved marketing authorisation submitted application 40 country Orion added,positive
Relief Lewis Tesco see sale grow first time year,positive
TSPT long 800,positive
Relations City damaged comment Mr Ashley criticising City investor analyst cry baby,neutral
Honkarakenne Oyj worldleading manufacturer genuine wooden home sponsoring Finnish crosscountry skier Virpi Kuitunen next three year,neutral
company said observed current stabilisation price potential higher price delivery first quarter 2011,positive
EUR 220 million transaction consideration paid form fouryear interestbearing vendor note,neutral
Ruukki Group calculates lost EUR 4mn failed project,neutral
FB Big Money Pouring Facebook DirectionshttpstkscosOwG,positive
SCANIA Morgan Stanley lifted share target Swedish heavyduty truck bus maker Scania AB 330 crown 424 352 euro 310 crown 398 331 euro,positive
2006 TeliaSonera net sale SEK 91 bn EBITDA SEK 32266 bn net income SEK 1928 bn,neutral
Uponor made operating profit EUR 1510 mn EUR 1437 mn made 2007 record year,positive
Tekla Structures 16 team compatible Windows 7 operating system,neutral
Country Finland Sector ConstructionReal Estate Target Pohjolan DesignTalo Oy Buyer CapMan Oyj Vendor Ruukki Group Oyj Deal size USD 1026 Type Divestment Status Agreed,neutral
Finnish Suominen Corporation make wipe nonwovens flexible packaging plant near Warsaw Poland make flexible packaging,neutral
Operating profit excluding nonrecurring item totaled EUR 02 mn EUR 08 mn corresponding period 2006,neutral
However rapidly increasing cost strengthening euro challenging whole industry impacted result,neutral
Net profit three month March 31 fell x20ac 103 million US 165 million x20ac 131 million year earlier Finnish company said,neutral
Nokia OYJ production site Bochum Germany posted profit interest 134 mln eur 2007 Capital reported excerpt article released tomorrow citing internal document,neutral
Rapala VMC Corporation STOCK EXCHANGE RELEASE October 10 2008 1145 Kaupthing Bank Oyj Kapthing informed Rapala VMC Corporation Rapala interrupted liquidity providing Rapala share time,negative
divested activity net sale EUR 1451 million 2009 operating profit EUR 89 million,neutral
WYNN big bounce,positive
Polish business employ 1000 people net sale EUR 70mn 2007,neutral
Royal Mail Johnson Matthey lead FTSE lower,negative
Morrisons face festive sale test,negative
Dirk Jones head Financial Institutions Client Sales Management GTS Citigroup Inc said Citi extremely pleased providing global custody service Pohjola Group Bank,positive
FDA approves NPS drug move validating Shire takeover deal,positive
20 October 2010 Finnish metal product company Componenta Oyj HEL CTH1V said yesterday net loss narrowed EUR7m first nine month 2010 EUR23 3 period 2009,positive
period sale dropped EUR30 6 EUR38 3 according interim report released today,negative
Department store sale improved 14 EUR 10706 mn,positive
executive said country Brazil Chile Argentina Mexico lead adoption business Ethernet service segment Brazil Mexico early adopter carrier Ethernet mobile backhaul,neutral
Marketing use Tikkurila existing infra structure local knowledge Russia,neutral
TWTR best scenario going forward stock slowly falling everydayWhich quite probable,negative
Baird like TSLA upgrade outperform lift price target 300 Research firm also see capital raise necessary next qtrs,positive
Global sport equipment maker Amer Sports Corp whose brand include Atomic Salomon Wilson saw 64 percent increase thirdquarter net profit EURO 474 million 65 million strong sale cost cut,positive
FB watching bounce tomorrow,positive
addition company considering start production Russia,neutral
NetCom expects complete Turbo 3G deployment area year,neutral
JrviSuomen Portti also planning reduce use sodium nitrite,neutral
According CEO Matti Perkonoja parent company HKScan company performance first quarter 2010 remained clearly level corresponding period 2009,negative
company publish financial statement 2008 February 25 2009,neutral
share sale foreign Finnish investor expected raise euro300 million US 380 million,neutral
SPY httpstksco1MiR holding Wednesday Thursday close Im leaning bullish Small postions Waiting,positive
Finnish plumbing heating system supplier Uponor net sale continuing operation decreased 94 2008 EUR 9492 mn EUR 10474 mn 2007,negative
handset also feature Media Bar quick access favorite medium application including music photo YouTube Ovi Share,neutral
Finnish Honkarakenne specialises building log house planning use pine Russian Karelia,neutral
Among biggest Christmas seller 35 satin bow shift dress styled outfit worn Victoria Beckham 75 Paris Hilton Prom dress,neutral
unaudited consolidated result Aspocomp Group IFRS reporting standard,neutral
Comparable operating profit quarter decreased EUR510m sale increased EUR860m compared third quarter 2007,neutral
RAD chart flashing oversold,neutral
FB gettin buy zone soon,positive
order valued EUR15m,neutral
Finnish financial software solution developer BasWare Oyj said net profit fell 884000 euro 12 mln first quarter 2007 20 mln euro 27 mln year earlier,neutral
Windows 10 awful force upgrade pc without consent window Microsoft msft,negative
Finnish forest machinery equipment maker Ponsse Oyj said October 5 2007 deliver total 67 cuttolength method forest machine 44 harvester head Brazilian paper maker Bahia Pulp unnamed Uruguayan wood harvesting contractor,positive
Finnish software company QPR Software Plc OMX Helsinki QPR1V reported Thursday 23 October operating profit EUR63 000 net sale EUR1 5 third quarter 2008,neutral
operating profit net sale ninemonth period increased respectively 266 34 compared corresponding period 2006,positive
international conference call audio webcast concerning financial result JanuaryMarch 2010 begin 1400 EET,neutral
Finnish Kemira net sale EUR decreased EUR 12596 mn JanuaryJune 2009 EUR 14251 mn JanuaryJune 2008,negative
ZSL looking weak could good short setup,negative
RME Telcontar enables handset calculate best route includes support userdefined route feature navigability multimodal routing via foot ferry,neutral
Calls switchboard directory service decreased significantly since employee uptodate contact information colleague customer phone place call directly,neutral
AP Caterpillar post 60 percent jump 4Q profit steep global sale increase top Wall St view CAT,positive
Insurance policy simple,neutral
Nokia Capcom announced Resident Evil Degeneration released NGage later year,neutral
steelmaker said drop profit explained continuing economic uncertainty mixed current drought bank lending resulting decline demand product customer find increasingly difficult fund operation,negative
SPY weak close,negative
Compass Group say positive year ahead,positive
UPMKymmene said indicated interest domestic consolidation,neutral
also turned earnings per share EPS EUR 044 versus loss per share EUR 226,positive
Janno Reiljan member Eesti Energia supervisory board said owner Narva Power Grid informed Eesti Energia wish sell,neutral
antibody administered repeated dos 8 mgkg generally well tolerated pharmacokinetic characteristic BTT1023 psoriasis patient consistent observed previously completed study rheumatoid arthritis RA patient,neutral
medium advisory NTSB said subsequent testing train detection system intermittently failed,neutral
According Honka Japan Managing Director Marko Saarelainen Honkarakenne export 200 ready made log house Japan year,neutral
consolidated unaudited result Amanda Capital IFRS reporting standard,neutral
Finnish daily Kauppalehti surmise Finnish supplier Rautaruukki raised price Aker comfort zone,neutral
Tornio Works employ 2300 1800 scope fixedperiod parttime temporary layoff AprilOctober period,neutral
result tax loss 250 million euro,neutral
BHP Billiton drag FTSE lower slashing dividend,negative
Alma Media hold 70 company remaining share owned company key employee,neutral
member OneWorld alliance includes American Airlines British Airways,neutral
Many commercial vessel got stuck narrow Bay Bothnia ice thicker around Aaland island,neutral
Following acquisition Relacom strengthen presence Finland serving operator office market mobile fixed network construction installation maintenance service,positive
Ponsse project forest machine market improve expected 2010 previous year,positive
Ahlstrom Corporation Anne Pirila Director Financial communication Distribution Helsinki Stock Exchange Main medium Ahlstrom brief Ahlstrom leader development manufacture marketing high performance fiberbased material,neutral
1 February 2011 Finnish textile clothing company Marimekko Oyj HEL MMO1V said today preliminary operating profit grew EUR8 2 2010 EUR6 3 2009,positive
price raw material aluminium went end 2005 company considers outlook 2006 favourable,positive
volatility squeeze AAPL hope get resolved upside,neutral
Ramirent net sale second quarterended June 30 EURO 1287 million US 163 million 33percent increase compared EURO 1246 million thesecond quarter last year,positive
Fortum hold 902 pct share capital 944 pct voting right company plan delist Warsaw Stock Exchange,neutral
NorthRhine Westphalia issue benchmark 5 year fixed rate deal Euros,neutral
FSecure reported first half 2008 seen growing number targeted malware attack individual company organization,neutral
YELP wayyy overvalued right IMO trading single digit May take short po earnings Near term target 18,negative
domestic business BestIn already close Finnish dog owner,positive
donation granted Aalto University university Helsinki Tampere Turku Eastern Finland Jyvskyl Oulu Vaasa polytechnic announced later,neutral
Neste Oil extended yesterday gain put 049 pct 2272 eur utility Fortum shed 114 pct 2076 eur,neutral
scottrade tsla available shorting time w,negative
Finnish Neste Oil previously list fallen list completely,neutral
webcast may followed online company website wwwruukkicominvestors,neutral
YIT say acquisition part strategy expansion Central Eastern European market,positive
Hayward Califbased target design active casual dress footwear well boot sandal,neutral
area highly valued land already built,neutral
company ready invest fund deal Rostelecom RTS RTKM,positive
QPR product family fully compatible Microsoft Windows 7 operating system,neutral
address location provided local controller preferably wireless transmission us address location access appliance control module,neutral
use proceeds transaction achieve target,neutral
CHRoark UNXL like Ascending Triangle 30minute chart Breakout coming Monday httpstkscoaT3GLooks promising,positive
Profit tax EUR 40 mn EUR 49 mn,negative
pleased working Fujitsu NTT DoCoMo advance progress LTE said Juergen Walter Head Converged Core Nokia Siemens Networks,positive
information released 5 September 2008 Nokia American Depositary share fell 8,neutral
Amer Sports company develop manufacture technically advanced product improve performance active sport participant,neutral
company pledged new software would render email document much appear desktop computer,neutral
Rory Fitzgerald general manager operation Bristol Port said use low maintenance technology save 30 per cent servicing plus load sensing hydraulics save u extra 15 30 per cent fuel consumption,positive
Kingfisher takeover Mr Bricolage could hit brick wall,negative
ADPnews May 4 2010 Finnish cutlery hand tool maker Fiskars Oyj Abp HEL FISAS said today net profit declined EUR 129 million USD 17m first quarter 2010 EUR 17 million correspond,negative
Frost sold share 19 million 6067 12 per share compared Friday high 1133 low 1014,neutral
According preliminary data Slovakia Statistics Office good worth E36 4 million imported Finland January October 2010 making 01 percent Slovakia total import,neutral
Niam offer financial investor high return via investment fund turn invest type property,neutral
AVGO great growth stk also raised dividend clearly great investment httpstkscor2F3h,positive
SKF 6 April 2010 Alandsbanken given buy recommendation Swedish industrial company SKF AB STO SKF B share price target SEK150,positive
Trading code ELI1V Number share 99483 Priceshare Gratuitous transfer Elisa hold total 10435023 share,neutral
deal subject approval Norwegian competition authority,neutral
Fortum intended spend much EURO 27 bn become sole owner TGK10,neutral
period sale dropped EUR 306 million EUR 383 million according interim report released today,neutral
solution used upgrading network Russian MSO 37 different city Russia,positive
combined activity create value shareholder good employee customer,positive
confirmed view July 6,neutral
Glencore blame rival creating metal glut,negative
Estonia beer market overall grew three percent last year 130 million liter,positive
business transfer take effect 1 January 2007 connection 47 employee transfer Elisa Daxtum continuing employee,neutral
LLC voice data management solution provider wireless company operation worldwide transferring US deployment operation Finnish mobile giant includes civil work site acquisition service,neutral
company also compensated acting reserve batch plant,positive
asdfLLC Nice pop today Told ya would green haha Funny bring Im actually working story NOK moment,positive
Cerberus Capital Management LPbacked printing paper maker NewPage Corp posted mixed secondquarter result casting cloud planned initial public offering,negative
INO back small post,positive
pension insurance company required diversify put much one asset class,neutral
PO Ferries efficient powerful vessel Dover Calais route head shipbuilder Rauma yard Timo Suistio said,positive
pcln back trendline 104,positive
ADP News Feb 12 2009 Finnish construction company Lemminkainen Oyj HEL LEM1S said today net profit decreased EUR 635 million USD 811 2008 EUR 806 million 2007,negative
time Nokia India largest MNC sought topic could spark million approach Creativity Emerging Markets,neutral
dont see 200 day sma big hurdle good base building NFLX httpstcoImKYGO2cyc,positive
Autotank Group part Aspo Systems Division,neutral
medium advisory NTSB said subsequent testing train detection system intermittently failed,negative
Wartsila contract October 2007 plant installed Manturovo Kostroma region Russia 600 km northeast Moscow Russia,positive
Elisa commissioned Finland Poyry Telecom Oy conduct study reception Estonia largest city besides Tallinn,neutral
Fortum also blocking stake Northwestern TGK1,neutral
report fullyear result August 22,neutral
agreed company Board Directors available advisory role,neutral
Kaupthing forecast FinnishSwedish Stora Enso close mill Reisholz Germany,neutral
Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki OKM1V reported Thursday 7 August operating profit EUR5 3 period JanuaryJune 2008 EUR3 3 corresponding period 2007,positive
Ruukki included DJSI World second year running European DJSI STOXX third year running,neutral
New Credit Suisse bos face stiff challenge Asia,negative
Operating loss totalled EUR 52 mn compared loss EUR 34 mn corresponding period 20082009,negative
Operating profit EUR 01 mn EUR 13 mn,neutral
Russia Video International Group hold controlling stake Russian Media Ventures,neutral
Earnings per share EPS amounted loss EUR0 05,neutral
SiriusXM added 465000 net new subscriber first quarter 2016 SIRI CEO sale marketresearch tech entrepreneur Speaker,positive
Nordic Exchange OMX offer access approximately 80 percent Nordic Baltic security market,neutral
Group business sector Building Construction Infrastructure Construction Technical Building Services Building Products,neutral
Thanksto improvement demand adjustment made theutilization rate Cramo fleet substantiallyimproved,positive
2009 net profit EUR3m company paid dividend EUR1 30 apiece,neutral
FDA approves Shires Vyvanse bingeeating disorder,positive
Micron Shares Pounded Fears Loss Business Apple Stifel Defends AAPL MU httpstkscot1Z8T Marjo,negative
Finnish office supply computer accessory dealer BelttonGroup Plc said net profit rose 13 mln euro 17 mln 2006 113 mln euro 15 mln 2005,positive
